country,latitude,longitude,region,continent,ev_stock,ev_sales,battery_demand_mwh_est,total_battery_factories,total_battery_capacity_gwh,dc_fast_chargers,ac_chargers,avg_power_kw,net_lithium_import_t,net_cobalt_import_t,net_nickel_import_t,net_graphite_import_t,fuel_consumption_rate,eta_variation_hours,traffic_congestion_level,warehouse_inventory_level,loading_unloading_time,lithium_production_t,cobalt_production_t,nickel_production_t,graphite_production_t,domestic_mineral_capacity,mineral_self_sufficiency_pct,import_dependency_pct,supply_risk_score,geopolitical_risk_score,supplier_diversity_index,disruption_probability,risk_category,factory_utilization_pct,battery_export_gwh,battery_import_gwh,production_cost_usd_per_kwh,average_factory_age_years,annual_battery_output_gwh,charger_density_per_1000_ev,public_charging_ratio,charging_readiness_score,charger_growth_rate_pct,transport_mode,average_shipping_distance_km,logistics_cost_usd_per_ton,on_time_delivery_rate_pct,carbon_emission_tco2,route_efficiency_score,warehouse_capacity_t,inventory_turnover_ratio,stockout_probability,date,year,quarter,month,month_name,week,day,fiscal_year,ev_market_growth_pct,battery_demand_growth_pct,manufacturing_dependency_score,infrastructure_score,logistics_risk_score,inventory_risk_score,overall_supply_chain_score
Germany,51.17,10.45,Western Europe,Europe,2433032,399542,36101.81,24,192.4,31853,106020,89.4,121532.4,81801.03,162964.55,53129.19,24.28,0.76,81.5,210742.61,5.93,70851,33810,131911,116134,352706,90.66,7.5,36.5,65.1,0.63,0.22,Medium,68.95,216.45,4.78,132.48,5.4,285.55,8.06,36.52,23.3,19.05,Sea,4590.6,239.24,96.38,120.28,67.82,85278.78,8.64,0.14,02-01-2025,2025,Q1,1,January,1,2,2024,44.11,13.76,47.16,53.67,29.99,65.63,63.48
Indonesia,-0.79,113.92,Southeast Asia,Asia,136108,31660,1508.58,5,61.65,2141,11040,68.6,-64132.77,-14523.12,-53647.29,-27321.84,23.17,1.16,57.9,5804.56,3.77,112228,69290,2381,145591,329490,25.14,74.25,75.5,90,0.4,0.49,Critical,84.96,223.4,26.42,82.34,18.5,679.53,13.47,51.65,29.8,28.89,Road,1402.7,96,79.36,79.34,48.02,103827.86,6.84,0.04,25-10-2025,2025,Q4,10,October,43,25,2025,40.81,16.49,22.38,86.4,85.25,51.78,60.97
Indonesia,-0.79,113.92,Southeast Asia,Asia,146240,36452,2485.95,6,64.68,2188,10827,75.1,-49340.11,-39084.6,-13676.81,-16306.81,19.64,1.54,83.4,3724.82,5.54,68106,56362,142372,46927,313767,25.68,73.09,46.1,10.7,0.44,0.04,Medium,86.82,271.34,35.42,75.17,13.1,356.7,55.38,43.97,60.8,16.73,Rail,2904.8,29.79,95.71,61.63,57.32,39923.28,11.42,0.23,03-11-2025,2025,Q4,11,November,45,3,2025,18.84,19.67,27.42,94.08,84.26,56.01,73.03
France,46.23,2.21,Western Europe,Europe,1578873,234724,12195.98,14,118.51,14319,91325,80.5,17481.91,67993.8,13566.1,113187.11,27.65,2.62,77.7,27904.5,5.27,220841,39669,21107,175079,456696,55.54,43.15,47,30.3,0.29,0.15,Medium,65.67,343.83,219.26,65.86,20.6,615.37,66,63.12,74.7,15.94,Air,1580.6,179.63,76.34,143.14,90.47,85660.93,12.39,0.28,14-04-2024,2024,Q2,4,April,15,14,2024,16.13,25.01,20.08,53.84,27.33,36.52,65.75
China,35.86,104.19,Eastern Asia,Asia,11330216,1472551,66253.89,77,666.11,230918,1028963,91.6,95781.27,185581.42,555949.46,182953.39,21.45,0.9,24.6,395962.01,4.25,89929,79902,83864,31414,285109,13.69,88.57,72.2,86.1,0.63,0.19,High,69.64,322.21,285.09,61.43,23.7,602.83,9.81,64.61,20.7,18.99,Air,2659.1,59.87,91.32,152.97,95.27,61643.57,3.22,0.37,10-09-2024,2024,Q3,9,September,37,10,2024,15.93,7.58,93.67,61.9,69.58,69.71,63.65
Germany,51.17,10.45,Western Europe,Europe,2654775,390158,33659.15,19,139.61,31887,135096,95.3,83338.48,22072.01,122855.63,91299.94,39.52,1.76,25,94997.85,3.87,129298,41418,47050,46489,264255,14.05,87.25,71.9,74.6,0.49,0.25,High,70.93,181.87,259.34,75.51,8.6,342.39,29.35,51.82,44.2,3.99,Rail,152.8,250.29,83.39,5.12,93.46,36616.09,2.55,0.12,23-02-2024,2024,Q1,2,February,8,23,2023,29.71,31.9,67.03,71.53,61.12,49.05,66
Canada,56.13,-106.35,North America,North America,422287,69339,5720.24,6,62.9,5937,26414,66.2,-35805.69,-25092.25,-16314.95,-61980.52,30.2,2.33,43.8,20597.18,5.19,37802,41759,161867,26965,268393,22.28,80.12,53.5,45.3,0.68,0.1,High,80.03,72.1,88.19,85.07,9.9,456.95,54.64,79.26,63.1,27.65,Sea,4987.4,202.71,92.34,120.88,52.45,99682.91,16.32,0.23,16-01-2025,2025,Q1,1,January,3,16,2024,35.42,28.56,80.82,73.73,47.11,45.28,63.18
Indonesia,-0.79,113.92,Southeast Asia,Asia,139870,33679,2258.36,7,62.94,2065,11893,74.4,-62952.17,-29098.85,-58910.06,-58115.41,19.07,0.19,18.6,7556.57,3.32,149116,44760,15512,3262,212650,27.67,69.58,61,71.4,0.61,0.28,High,63.31,77.26,31.32,118.98,22.3,374.69,17.24,43.27,34.5,12.09,Air,2092.7,131.15,78.12,134.75,68.89,58544.09,11.44,0.01,23-04-2024,2024,Q2,4,April,17,23,2024,30.35,14.1,41.72,63.69,79.95,77.49,58.72
Brazil,-14.24,-51.93,South America,South America,180689,42058,2219.99,0,17.25,2828,19307,62.1,19235.95,10372.67,7803.13,16706.88,39.78,0.95,18.6,5326.29,3.25,101308,9738,122711,106610,340367,19.82,77.28,56.9,58.7,0.69,0.14,High,87.97,51.81,171.09,137.75,12.8,382.75,75.8,71.19,82.4,31.87,Sea,3977.1,305.15,86.73,291.94,52.49,18778.46,7.52,0.3,06-01-2025,2025,Q1,1,January,2,6,2024,9.61,20.17,35.24,76.06,38.99,58.71,64.91
Norway,60.47,8.47,Northern Europe,Europe,1042170,119019,8473.12,3,16,5636,25928,79.5,17781.22,11435.81,1158.58,15324.56,40.09,1.66,58.8,33249.28,3.69,216557,64101,140309,89948,510915,38.48,59.92,44.4,45.6,0.75,0.11,Medium,91.15,144.54,269.01,85.13,5.2,239.65,75.68,38.16,87,12.98,Sea,1139.7,27.6,71.72,87.68,74.06,9273.13,5.19,0.15,27-05-2025,2025,Q2,5,May,22,27,2025,37,5.9,64.71,72.65,60.49,12.72,73.37
South Korea,36.5,127.75,Eastern Asia,Asia,859700,187397,11881.6,17,191.13,14052,54504,92.7,108068.55,124102.04,97985.68,61771.17,23.38,4.34,89.4,65139.4,6.55,176635,68484,115727,191301,552147,68.49,31.21,34.7,21.7,0.46,0.08,Medium,82.3,75.15,196.89,125.4,4.7,411.55,64.8,76.39,77.2,14.9,Road,2252.5,110.75,85.46,243.92,63.82,5961.47,9.73,0.07,18-02-2024,2024,Q1,2,February,7,18,2023,34.92,28.99,87.41,50.55,92.6,32.08,65.49
Germany,51.17,10.45,Western Europe,Europe,2388226,447282,39469.49,19,177.86,33076,117374,91.6,122803.59,93815.04,13187.67,130904.11,31.16,1.39,24.2,282936.26,3.62,22561,88772,122575,211611,445519,69.69,33.06,19.6,14.3,0.9,0.01,Low,59.05,101.55,124.76,111.75,19.6,169.76,80.93,69.35,96.1,23.1,Rail,2964.3,45.9,87.68,286.61,56.74,36618.15,9.77,0.36,14-08-2024,2024,Q3,8,August,33,14,2024,18.03,14.68,58.8,87.66,66.39,37.99,70.96
Germany,51.17,10.45,Western Europe,Europe,2410223,396319,27617.11,21,204.12,29619,131841,86.9,154598.32,131218.54,191710.7,205591,42.73,2.72,63.7,207346.34,3.98,144821,89112,144987,48184,427104,55.02,43.42,51.5,45.3,0.32,0.18,High,74.27,218.15,17.52,66.52,8.5,408.73,89.1,78.61,100,34.93,Air,653.7,123.61,92.42,20.65,88.88,106406.13,6.83,0.22,20-06-2025,2025,Q2,6,June,25,20,2025,22.44,13.6,42.24,70.04,61.28,59.14,70.42
Chile,-35.68,-71.54,South America,South America,98872,17028,1260.79,2,11.69,909,5290,64.2,-19610.67,-1472.18,-1384.82,-14880.8,31.42,0.68,63.9,7231.21,4.75,206892,64179,155696,103813,530580,32.24,70.32,53.9,30.4,0.38,0.15,High,91.98,134.7,212.59,101.14,6.1,474.43,78.87,56.12,92.7,4.76,Sea,3931.5,71.26,96.83,245.11,88.7,59705.42,13.91,0.29,12-07-2025,2025,Q3,7,July,28,12,2025,23.52,22.7,29.6,58.63,51.1,8.98,71.35
Australia,-25.27,133.77,Oceania,Oceania,276827,45112,2153.67,4,41.66,5199,20814,59.2,-15868.67,-29287.25,-39968.76,-12709.41,35.71,5.66,85.3,15843.97,6.07,67671,82256,84192,163054,397173,34.79,66.44,53.4,23.6,0.27,0.16,High,56.16,235.57,278.63,82.86,9.8,309.39,80.75,32.5,97,9.5,Air,4226.1,143.85,95.67,239.54,68.54,79893.69,11.68,0.18,13-12-2024,2024,Q4,12,December,50,13,2024,24.21,14.6,70.39,95.85,72.46,23.5,66.79
Chile,-35.68,-71.54,South America,South America,95047,19310,1020.44,1,10.22,902,4372,59.5,-23747.86,-5709.68,-1957.9,-2479.03,43.4,1.27,78.1,2503.75,4.68,122780,64254,12125,177908,377067,72.16,28.3,47.6,59.6,0.44,0.18,Medium,86.29,331.64,29.45,123.48,1.3,419.34,48.67,77.41,55.3,11.79,Road,928.6,125.94,96.81,58.42,71.94,81715.58,6.49,0.03,14-12-2024,2024,Q4,12,December,50,14,2024,10.17,21.23,69.2,58.55,71.06,11.64,67.3
Brazil,-14.24,-51.93,South America,South America,167749,39806,2845.38,3,18.61,2593,20695,54.4,6376.79,5941.98,16590.8,4682.49,41.89,5.26,67.6,4469.77,4.38,99913,88347,38093,181944,408297,46.59,55.03,32.9,33.7,0.94,0.01,Medium,77.5,24.52,250.4,113.3,5.1,116.48,6.92,59.62,23.6,10.99,Air,2270.4,198.27,90.39,217.26,80.12,95953.44,11.97,0.31,02-02-2025,2025,Q1,2,February,5,2,2024,12.35,14.8,59.26,89.39,92.11,39.15,78.53
Norway,60.47,8.47,Northern Europe,Europe,905721,125974,12578.41,1,14.58,8170,29751,75.9,19496.42,9641.01,13019.85,15517.58,28.94,2.09,39.2,74115.66,3.31,40495,8879,145656,143013,338043,46.41,52.11,31.7,35.9,0.97,0.01,Medium,59.96,258.17,280.48,112.26,11.8,407.51,65.46,32.79,77.5,20.78,Air,742.4,242.78,78.73,59.74,64.08,51855.69,3.9,0.23,16-02-2024,2024,Q1,2,February,7,16,2023,18,8.6,84.28,61.15,27.39,7.56,63.37
United Kingdom,55.38,-3.44,Northern Europe,Europe,1622578,228500,18763.35,12,113.31,14075,75686,80.1,114852.57,19444.78,11266.34,67356.58,39.13,0.33,50.4,142069.24,4.06,187016,59870,111997,140063,498946,91.09,11.78,30.5,47,0.67,0.12,Medium,58.94,133.61,255.72,132.93,1.7,596.51,82.8,28.29,88.7,9.74,Rail,794.8,128.19,90.09,91.3,80.59,57022.74,10.21,0.22,25-01-2025,2025,Q1,1,January,4,25,2024,32.39,27.7,32.01,50,54.37,18.2,64.76
China,35.86,104.19,Eastern Asia,Asia,10532490,1467799,59393.83,98,881.23,229763,1055353,97.7,182228.29,325812.96,534540.03,515709.23,26.09,2.33,39.9,269700.51,3.39,150320,38081,84874,103044,376319,46.78,53.46,46.5,28,0.4,0.08,Medium,67.1,288.82,207.11,104.93,11.6,513.81,49.76,66.37,57.5,19.68,Air,3027.1,79.75,87.31,253.73,61.83,105610.23,15.3,0.38,01-11-2024,2024,Q4,11,November,44,1,2024,34.94,23.86,58,44.45,35.95,67.18,56.72
Norway,60.47,8.47,Northern Europe,Europe,959804,113846,6835.17,2,14.8,6860,25246,75.4,15063.82,7336.99,5486.38,791.58,26.15,2.1,28.5,17135.53,2.93,173777,77868,86699,172113,510457,19.73,78.65,46.5,21.7,0.62,0.07,Medium,58.45,230.56,143.12,93.51,3.3,698.79,43.02,62.37,50.6,34.26,Sea,3258.1,151.08,73.72,131.02,73.41,72365.3,3.56,0.05,08-12-2025,2025,Q4,12,December,50,8,2025,33.77,34.76,74.15,87.33,21.15,28.22,68.17
France,46.23,2.21,Western Europe,Europe,1666529,218150,9302.4,13,135.47,16897,101596,86.7,25309.1,36971.85,63783.53,44600.42,26.54,1.33,86.5,60351.21,4.75,1098,87948,139870,65220,294136,73.98,23.08,36.7,67.1,0.83,0.06,Medium,70.68,168.01,189.17,134.29,13.8,229.21,27.22,49.26,44.6,16.13,Sea,2566.9,88.06,98.86,251.82,74.93,35358.21,14.25,0.39,06-11-2024,2024,Q4,11,November,45,6,2024,13.38,13.81,33.58,61.47,68.77,74.9,67.59
Germany,51.17,10.45,Western Europe,Europe,2494267,483718,18594.5,20,185.93,29622,132266,87,69832.96,52102.12,79290.85,113672.74,34.53,1.54,57.5,91111.73,3.83,9257,77791,57919,55995,200962,86.32,13.95,20.1,19.5,0.72,0.04,Low,89.96,1.79,264.32,59.83,6.7,411.8,34.95,67.97,54.5,13.29,Air,3238,115.41,90.24,145.53,70.05,117464.93,16.7,0.16,21-09-2025,2025,Q3,9,September,38,21,2025,35.61,16.3,89.56,88.49,69.49,34.49,82.1
China,35.86,104.19,Eastern Asia,Asia,11150803,1477206,120861.27,74,816.75,179541,1060990,94.2,625070.23,384683.89,100755.06,592779.24,18.78,1.33,88.3,509576.85,6.94,61844,47239,106671,129621,345375,83.31,18.26,59.6,90.4,0.28,0.56,High,84.75,28.22,47.81,103.41,7.7,184.91,6.08,67.02,25.2,9.19,Road,3523.3,241.18,85.72,326.43,74.62,24261.47,8.11,0.04,25-08-2025,2025,Q3,8,August,35,25,2025,28.48,21.03,74.88,80.4,64.16,26.75,70.04
China,35.86,104.19,Eastern Asia,Asia,10751909,1559886,128633.73,108,836.96,226655,1107956,90.3,663337.19,403209.86,80766.96,128401.65,25.19,2.25,83,636348.52,6.3,141985,66281,107978,167057,483301,44.08,57.38,63.4,60.3,0.26,0.43,High,60.99,136.81,145.38,107.68,25.1,168.85,18.71,74.05,30.9,7.82,Air,1523.1,154.57,78.88,120.51,63.18,102630.99,11.97,0.11,10-04-2025,2025,Q2,4,April,15,10,2025,19.92,27.68,55.34,70.08,62.62,41.14,57.71
South Africa,-30.56,22.94,Southern Africa,Africa,72269,13112,595.76,1,5.95,782,2797,56.1,-22442.59,-2684.57,-19194.04,-5934.97,27.55,2.6,35,1841.68,4.17,232093,28088,81024,173942,515147,94.79,3.7,37.2,77.7,0.71,0.09,Medium,75.2,176.66,75.8,111.29,24.2,588.57,65.27,43.59,73.9,20.67,Air,838.3,131.05,85.1,39.04,90.55,3122.69,2.49,0.16,21-05-2025,2025,Q2,5,May,21,21,2025,5.21,20.12,81.55,41.05,32.88,58.02,67.4
Canada,56.13,-106.35,North America,North America,405734,69807,3306.14,5,60.4,6838,26169,66.6,-58002.79,-26340.47,-48964.33,-63912.97,32.44,2.38,59.4,9022.79,5,47778,9336,24170,47449,128733,59.38,38.21,57.4,94.8,0.64,0.33,High,63.71,309.22,167.46,90.87,3.5,516.44,34.32,64.79,54.1,9.54,Sea,3381.5,36.5,95.12,80.99,56.75,3903.96,17.71,0.42,03-02-2024,2024,Q1,2,February,5,3,2023,35.44,18.4,32.89,45.74,45.35,89.57,52.2
Indonesia,-0.79,113.92,Southeast Asia,Asia,125211,34578,2190.39,4,59.76,2127,13312,68.4,-27288.04,-1295.37,-30396.63,-3518.09,32.88,4.75,74.7,7984.21,4.41,938,75411,93380,79354,249083,56.43,45.59,32.9,21.8,0.69,0.06,Medium,86.96,185.12,35.6,111.69,12.6,261.21,19.88,83.61,37.5,22.87,Sea,4193.6,91.73,75.37,235.12,48.44,10215.82,6.19,0.29,10-06-2024,2024,Q2,6,June,24,10,2024,24.84,29.67,22.48,75.86,33.05,11.54,69.59
South Korea,36.5,127.75,Eastern Asia,Asia,927027,175829,13509.81,24,193.51,12380,66118,90.7,127615.94,62741,143840.6,148060.74,29.58,5.31,86.4,96970.66,6.57,41774,87355,67711,83786,280626,12.88,86.27,65.3,67.6,0.62,0.18,High,78.7,312.03,90.16,113.85,14.4,610.4,29.32,61.22,43,34.58,Sea,2462.9,249.51,91.76,211.17,58.93,38281.69,6.91,0.43,22-01-2025,2025,Q1,1,January,4,22,2024,30.11,17.1,26.37,51.8,23.51,63.42,56.03
Norway,60.47,8.47,Northern Europe,Europe,808937,134460,11023.64,2,16.82,6357,25373,73.9,1105.15,3079.13,6579.79,15812.98,33.95,2.58,65.4,60641.9,4.74,70231,33602,63002,157539,324374,45.52,57.38,48.2,55.5,0.71,0.14,Medium,81.71,17.26,126.13,101.5,20.2,202.87,55.56,82.72,72.9,30.72,Sea,2170.1,130.69,81.84,251.36,45.1,35264.26,12.92,0.2,01-09-2025,2025,Q3,9,September,36,1,2025,7.56,32.35,83.68,76.75,73.97,33.11,63.84
China,35.86,104.19,Eastern Asia,Asia,11412470,1298637,52519.05,96,710.88,215830,1382015,98.1,293122.58,476455.78,439920.09,616551.31,40.65,1.31,41,374517.02,3.69,182701,7559,131629,93315,415204,11.83,87.95,53.4,51.7,0.85,0.07,High,69.69,90.27,221.97,137.67,14.8,388.55,37.51,56.07,51.4,31.03,Sea,1752.3,260.77,73.37,62.32,73.61,12520.76,17.29,0.41,01-07-2024,2024,Q3,7,July,27,1,2024,29.85,30.16,71.4,42.81,37.86,63.54,58.18
Chile,-35.68,-71.54,South America,South America,92559,17714,1445.39,0,8.65,822,5383,56.2,-13653.78,-7725.12,-4666.72,-20258.95,24.2,2.38,47.1,6057.08,4.11,198178,68296,36277,45296,348047,57.26,42.56,47,48.1,0.49,0.1,Medium,63.48,24.58,140.03,98.74,23.7,516.47,22.47,27.6,38.6,2.19,Road,1344.2,284.65,79.41,65.05,45.18,84077.2,2.75,0.11,14-09-2025,2025,Q3,9,September,37,14,2025,9.97,15.24,57.08,80.91,48.09,5.47,60.64
India,20.59,78.96,Southern Asia,Asia,399869,165522,9707.54,7,49.05,9183,80443,57.2,22493.21,25729.47,45434.44,25120.04,25.28,0.7,28.5,48856.32,4.43,101018,3901,171649,174528,451096,45.63,52.23,57.7,55.1,0.33,0.19,High,55.83,151.33,246.25,127.94,27.2,415.17,5.48,57.78,17,3.5,Rail,1018.6,109.3,78.83,111.56,68.59,19854.62,15.85,0.4,25-07-2025,2025,Q3,7,July,30,25,2025,6.41,35.65,54.03,65.72,81.2,23.96,58.11
Chile,-35.68,-71.54,South America,South America,92711,19518,1047.7,2,10.05,1030,5079,64.9,-19133.2,-11564.48,-1228.16,-20886.92,44.55,1,52.9,5673.17,4.86,33886,55662,45497,196396,331441,53.54,45.69,62.9,93.8,0.53,0.34,High,71.14,203.16,19.65,108.59,17,583.86,45.19,64.93,62.5,11.8,Air,1078.3,142.41,71.05,28.92,59.14,30724.74,12.61,0.2,04-07-2024,2024,Q3,7,July,27,4,2024,30.39,8.5,21.63,74.44,91.73,56.65,60.45
Norway,60.47,8.47,Northern Europe,Europe,925730,129682,6543.33,3,16.04,6582,21374,74,10106.6,11823.19,4662.37,17044.25,27.63,1.63,25.3,28243.51,3.22,9314,57756,34361,34565,135996,23.98,74.84,72.7,76.4,0.34,0.47,High,97.57,74.48,128.06,77.4,27.3,162.31,85.84,39.63,99.7,25.23,Road,1529.8,154.08,91.12,116.85,45.34,22316.45,15.88,0.32,20-04-2024,2024,Q2,4,April,16,20,2024,9.35,8.38,55.27,56.63,78.94,70.74,56.71
France,46.23,2.21,Western Europe,Europe,1734344,257699,20155.32,18,126.81,14183,89216,80.5,103493.06,3542.74,41767.67,45741.55,24,0.85,39.3,144964.11,4.07,194403,89811,145288,215734,645236,70.41,30.28,39.2,68.1,0.84,0.1,Medium,58.23,331.09,204.1,69.8,25.2,398.22,79.35,61,91.9,17.35,Air,261.8,223.51,83.33,26.08,89.76,60850.29,15.53,0.19,13-12-2024,2024,Q4,12,December,50,13,2024,11.53,33.98,88.48,77.01,78.87,69.85,71.45
Canada,56.13,-106.35,North America,North America,437268,64875,4727.88,8,65.28,6145,25356,68.9,-69443.14,-38314.19,-16568.78,-10015.7,35.35,0.43,26.2,16957.89,4.52,10177,54707,57457,179996,302337,93.37,4.8,36.5,36,0.26,0.15,Medium,74.47,63.02,22.35,60.28,21.8,321.88,47.34,75.69,63.3,25.11,Road,1448.3,309.87,97.88,57.25,55.78,54700.76,10.54,0.05,04-04-2024,2024,Q2,4,April,14,4,2024,13.31,35.14,86.73,46.01,89.84,85.98,59.94
South Africa,-30.56,22.94,Southern Africa,Africa,75518,11537,677.21,2,6.23,756,3514,49.7,-10751.28,-1713.5,-15388.89,-8205.17,18.67,2.3,82,2025.53,6.62,168941,60330,13246,214845,457362,91.99,6.24,32.1,45.1,0.53,0.14,Medium,91.8,334.22,235.59,64.29,5,502.19,25.48,26.75,31.8,10.95,Rail,4979.7,75.09,80.37,515.16,69.36,12203.91,10.73,0.34,17-04-2025,2025,Q2,4,April,16,17,2025,38.24,5.46,28.74,59.71,52.7,44.22,72.19
Norway,60.47,8.47,Northern Europe,Europe,900120,120554,7693.13,3,17.55,6959,28116,69.8,9165.34,12503.24,8643.52,5755.06,41.21,1.42,50.7,55422.38,4.96,225010,58128,6353,77249,366740,30.11,71.74,40.9,36.6,0.9,0.02,Medium,97.34,265.81,254.32,85.35,2.4,651.66,14.31,76.23,25.3,29.9,Road,1526.9,231.13,80.47,67.13,74.43,68285.67,11.37,0.25,21-12-2025,2025,Q4,12,December,51,21,2025,9.62,24.28,22.48,55.34,34.27,48.09,71.55
China,35.86,104.19,Eastern Asia,Asia,11535549,1401600,62091.87,109,872.66,215410,1050807,98.2,820475.34,62857.5,721691.92,787556.77,20.3,5.37,85.3,141086,6.88,77194,52665,72076,33036,234971,23.36,78.8,56.5,38.8,0.49,0.1,High,91.61,159.2,85.71,110.64,23.8,638.41,69.84,78.58,87.8,5.59,Road,3178.2,161.96,98.63,203.36,76.03,102869.58,15.79,0.18,18-01-2025,2025,Q1,1,January,3,18,2024,17.49,33.62,53.74,42.72,34.4,82.52,63.47
China,35.86,104.19,Eastern Asia,Asia,10893468,1483503,122696.46,86,765.21,197698,1337233,100.2,907643.92,105011.44,597911.85,346123.32,26.48,0.43,26,609642.16,2.94,42927,61439,53374,31857,189597,47.35,50.11,48.2,44.8,0.5,0.15,Medium,91.87,119.65,142.72,110.8,19.6,557.62,83.45,54.03,99.3,4.39,Sea,4993.5,261.42,92.12,242.47,56.19,113038.2,11.8,0.19,24-05-2024,2024,Q2,5,May,21,24,2024,10.31,39.92,69.78,88.87,44.21,82.97,72.18
China,35.86,104.19,Eastern Asia,Asia,11068726,1379298,132299.31,112,772.52,235123,1005796,92.7,902327.08,130880.24,326914.04,250544.57,21.29,2.96,58.6,685875.63,5.16,49803,87164,26699,26551,190217,26.72,74.17,65.9,52.3,0.28,0.22,High,80.6,281.3,116.23,130.05,24.3,542.17,22.27,60.94,33.1,4.62,Air,2624.8,170.43,80.02,169.76,74.23,92668.94,6.18,0.23,18-02-2025,2025,Q1,2,February,8,18,2024,41.64,24.91,35.64,46.78,87.06,15.2,58.93
Australia,-25.27,133.77,Oceania,Oceania,250042,44295,2746.94,5,45.34,5359,21962,61,-5930.74,-26169,-15953.06,-18057.86,40.99,5.11,65.5,5187.05,5.19,116116,36834,104346,190101,447397,91.1,6.46,14.1,24.4,0.89,0.03,Low,57.92,11.36,197.8,82.18,24.2,507.06,88.18,58.15,95.1,14.71,Air,2692.8,32.48,72.43,163.75,45.09,4133.21,16.73,0.15,15-08-2025,2025,Q3,8,August,33,15,2025,7.66,21.19,43.83,55.6,56.72,85.06,61.13
South Africa,-30.56,22.94,Southern Africa,Africa,66029,12518,817.42,0,5.29,678,3589,55.3,-9272.71,-9190.69,-16524.75,-21188.09,43.79,1,85.9,983.11,4.91,181143,23432,51676,209194,465445,78.78,19.14,36.3,82,0.97,0.01,Medium,58.7,336.71,87.38,95.02,25.1,373.07,75.06,75.39,93.4,24.54,Road,2284.1,266.53,84.41,53.83,53.69,19108.29,16.1,0.41,31-08-2024,2024,Q3,8,August,35,31,2024,11.38,22.66,38.91,62.5,75.93,13.97,59.65
Brazil,-14.24,-51.93,South America,South America,179293,37175,1494.83,3,20.32,2861,20467,58.7,7593.54,7030.65,5548.23,16173.64,28.94,3.5,74.2,10213.32,5.61,144308,33637,151771,133425,463141,82.19,16.8,44.3,59.3,0.41,0.16,Medium,59.51,261.66,151.45,96.18,20.8,549.24,41.18,31.01,47.4,25.84,Air,297.8,124.42,96.68,31.34,79.78,49266.69,14.15,0.23,06-08-2025,2025,Q3,8,August,32,6,2025,34.17,15,40.91,68.65,79.76,57.43,65.91
China,35.86,104.19,Eastern Asia,Asia,11913331,1475600,122087.43,103,832.5,201752,1188426,94.7,313766.17,222982.79,174432.14,129815.04,22.43,1.51,40.9,893382.23,3.84,44419,66905,6120,153198,270642,58.69,38.37,44,77.8,0.89,0.06,Medium,77.93,2.86,244.26,127.2,5.4,89.12,76.59,44.39,81.8,6.98,Rail,543.2,64.12,75.53,48,96.4,78599.48,7.78,0.18,11-01-2024,2024,Q1,1,January,2,11,2023,22.4,9.14,41.99,69.35,18.18,87.48,74.92
China,35.86,104.19,Eastern Asia,Asia,11253480,1497379,73332.93,97,840.19,273758,1234571,98.3,100936.59,374153.71,54392.99,153127.77,28.28,3.27,61.1,426616.97,3.78,71030,63572,89618,148252,372472,21.87,76.66,41.4,22,0.77,0.04,Medium,63.62,88.36,101.26,58.92,2.2,470.38,85.8,75.7,94.6,22.63,Road,3280.9,187.04,72.75,154.43,62.39,18796.56,16.34,0.29,27-07-2025,2025,Q3,7,July,30,27,2025,20.71,29.63,82.85,74.42,38.41,50.97,64.76
Canada,56.13,-106.35,North America,North America,424545,63674,5210.48,6,40.5,6314,25502,67.9,-18908.11,-16680.56,-1383.26,-37409.11,42.7,0.92,46.4,15103.6,4.85,201427,61663,68085,203105,534280,10.4,91.49,70.4,92.6,0.8,0.18,High,92.09,316.8,199.63,86.65,13.6,686.72,77.96,27.05,90.6,26.52,Road,2606,100.52,70.62,161.22,87.63,75977.89,9.05,0.15,01-02-2024,2024,Q1,2,February,5,1,2023,30.96,4.24,84.42,68.33,61.25,36.7,69.41
Canada,56.13,-106.35,North America,North America,440400,61253,5977.4,9,62.68,5487,25097,65.7,-43894.01,-35315.11,-10443.25,-44902.87,26.46,2.46,80.6,14871.7,5.56,248093,40957,142254,6242,437546,69.39,31.88,37.9,66.1,0.88,0.07,Medium,58.77,138,216.25,78.88,13,415.85,5.43,45.51,18.3,18.23,Sea,3993.3,254.17,84.17,417.73,52.85,76845.51,4.95,0.42,01-04-2024,2024,Q2,4,April,14,1,2024,30.05,37.09,71.24,90.67,94.55,7.04,66.1
India,20.59,78.96,Southern Asia,Asia,387904,144178,10219.03,8,35.15,7930,61724,59.4,41650.41,13536.51,29605.8,18641.25,18.96,0.5,59.3,21723.47,4.94,121429,21640,20404,23283,186756,41.68,58.52,50.4,42.5,0.5,0.19,High,74.9,5.77,168.99,74.9,14.6,359.96,79.67,78.21,96,15.45,Air,3944.4,33.07,81.07,369.7,66.09,56686.32,11.71,0.21,01-05-2024,2024,Q2,5,May,18,1,2024,34.24,36.88,69.64,51.84,85.74,77.18,60.61
United States,39.83,-98.58,North America,North America,4869196,829816,81786.45,53,314.99,62312,215194,109,134938.38,151511.21,291846.56,213520.97,44.9,1.35,47.4,527514.63,3.22,245074,83148,1655,13423,343300,61.27,36.26,47.4,62.3,0.57,0.21,Medium,71.29,226.3,93.61,128.86,18.7,529.68,39.72,71,46.4,9.98,Rail,3763.8,203.11,73.71,354.96,66.86,36887.7,4.4,0.04,25-02-2024,2024,Q1,2,February,8,25,2023,29.29,17.4,20.34,88.38,91.2,83.27,69.78
